_id,title,slug,pageUrl,postedAt,baseScore,voteCount,commentCount,meta,question,url,htmlBody,user.username,user.slug,user.displayName,user
pCsMqY3wLszAuFLid,"Nate Soares' ""Assuming Good Intent""",nate-soares-assuming-good-intent,https://www.lesswrong.com/posts/pCsMqY3wLszAuFLid/nate-soares-assuming-good-intent,2017-04-30T17:45:10.088Z,19,10,5,False,False,http://mindingourway.com/assuming-positive-intent/,,Raemon,raemon,Raemon,
